File A,File B,Commits together,Coupling %
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-lsa.c,6,37.5
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-iwbemlevel1login.c,6,37.5
ui/summary.c,ui/summary.h,3,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-winreg.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-svcctl.c,6,37.5
capture/capture-pcap-util-unix.c,capture/capture-pcap-util.c,6,37.5
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-iwbemservices.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemservices.c,epan/dissectors/packet-dcerpc-svcctl.c,6,37.5
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-iwbemloginclientid.c,6,37.5
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-iwbemlevel1login.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-svcctl.c,6,37.5
ui/qt/rtp_audio_stream.cpp,ui/qt/utils/rtp_audio_file.cpp,3,37.5
ui/qt/models/pref_models.cpp,ui/qt/models/supported_protocols_model.cpp,3,37.5
ui/qt/capture_filter_syntax_worker.cpp,ui/qt/compiled_filter_output.cpp,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemlevel1login.c,epan/dissectors/packet-dcerpc-witness.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemlevel1login.c,epan/dissectors/packet-dcerpc-winreg.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemlevel1login.c,epan/dissectors/packet-dcerpc-svcctl.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-samr.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-lsa.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-iwbemservices.c,6,37.5
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-witness.c,6,37.5
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-iwbemloginclientid.c,6,37.5
epan/addr_resolv.c,epan/manuf.c,7,36.84
epan/dissectors/packet-bluetooth.h,epan/dissectors/packet-bthci_cmd.c,7,36.84
ui/io_graph_item.h,ui/qt/io_graph_dialog.cpp,7,36.84
epan/dissectors/packet-etw.c,extcap/etl.c,7,36.84
epan/dissectors/packet-smb.h,epan/dissectors/packet-smb2.c,7,36.84
capture/ws80211_utils.c,ui/qt/wireless_frame.cpp,7,36.84
epan/dissectors/packet-openflow_v5.c,epan/dissectors/packet-openflow_v6.c,7,36.84
extcap/etl.c,extcap/etwdump.c,11,36.67
epan/dissectors/usb.c,epan/manuf-data.c,37,36.63
epan/dissectors/packet-isis-clv.c,epan/dissectors/packet-isis-lsp.c,4,36.36
epan/dissectors/packet-netlink-generic.c,epan/dissectors/packet-netlink-net_dm.c,8,36.36
ui/qt/main_window.h,ui/stratoshark/stratoshark_main_window.h,8,36.36
epan/dissectors/packet-btle.c,epan/dissectors/packet-btle_rf.c,4,36.36
epan/dissectors/packet-e164.c,epan/dissectors/packet-gtp.c,4,36.36
epan/dfilter/dfilter-int.h,epan/dfilter/semcheck.h,4,36.36
epan/dfilter/semcheck.h,epan/dfilter/syntax-tree.h,4,36.36
epan/dfilter/semcheck.h,epan/dfilter/syntax-tree.c,4,36.36
epan/dfilter/dfilter.c,epan/dfilter/semcheck.h,4,36.36
epan/dissectors/packet-isis-clv.c,epan/dissectors/packet-isis-hello.c,4,36.36
doc/plugins.example/hello.c,plugins/epan/dfilter/ipaddr/ipaddr.c,4,36.36
epan/conversation_filter.h,plugins/epan/falco_bridge/packet-falco-bridge.c,4,36.36
epan/dissectors/packet-netlink-net_dm.c,epan/dissectors/packet-netlink-netfilter.c,8,36.36
ui/rtp_media.c,wsutil/codecs.h,4,36.36
ui/packet_list_utils.c,ui/qt/models/packet_list_model.cpp,4,36.36
epan/ftypes/ftype-string.c,wsutil/regex.h,4,36.36
epan/dfilter/dfilter-int.h,epan/dfilter/sttype-field.c,4,36.36
epan/dissectors/asn1/inap/packet-inap-template.c,epan/dissectors/packet-inap.c,4,36.36
ui/qt/endpoint_dialog.h,ui/qt/widgets/traffic_tab.cpp,4,36.36
epan/frame_data.h,epan/packet.c,8,36.36
epan/dfilter/sttype-field.c,epan/dfilter/sttype-pointer.c,4,36.36
epan/ftypes/ftype-protocol.c,wsutil/regex.h,4,36.36
epan/frame_data.c,file.c,12,36.36
epan/proto.c,ui/packet_list_utils.c,4,36.36
epan/dissectors/asn1/mpeg-audio/packet-mpeg-audio-template.c,epan/dissectors/packet-mpeg-audio.c,4,36.36
epan/dfilter/sttype-field.c,epan/dfilter/syntax-tree.h,4,36.36
epan/dfilter/sttype-function.c,epan/dfilter/sttype-range.c,4,36.36
ui/qt/endpoint_dialog.cpp,ui/qt/traffic_table_dialog.h,4,36.36
ui/qt/sequence_diagram.cpp,ui/qt/sequence_dialog.cpp,4,36.36
epan/iana-ip-data.c,epan/manuf-data.c,4,36.36
epan/enterprises.c,epan/iana-ip-data.c,4,36.36
epan/dissectors/packet-oer.c,epan/dissectors/packet-oer.h,4,36.36
epan/dissectors/packet-e164.c,epan/dissectors/packet-gtpv2.c,4,36.36
epan/dfilter/sttype-range.c,epan/dfilter/sttype-set.c,4,36.36
ui/qt/endpoint_dialog.h,ui/qt/models/atap_data_model.cpp,4,36.36
ui/qt/endpoint_dialog.h,ui/qt/traffic_table_dialog.cpp,4,36.36
wiretap/file_wrappers.c,wiretap/file_wrappers.h,4,36.36
epan/dissectors/packet-dcerpc.c,epan/guid-utils.h,4,36.36
epan/tvbuff-int.h,epan/tvbuff.h,4,36.36
ui/qt/packet_list.cpp,ui/qt/widgets/packet_list_header.cpp,8,36.36
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-lsa.c,8,36.36
epan/tvbuff-int.h,epan/tvbuff.c,4,36.36
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-samr.c,8,36.36
ui/qt/conversation_dialog.cpp,ui/qt/traffic_table_dialog.h,4,36.36
ui/logray/logray_main_window_slots.cpp,ui/qt/wireshark_main_window.cpp,26,36.11
epan/dfilter/sttype-pointer.c,epan/ftypes/ftypes.h,9,36.0
epan/dfilter/sttype-pointer.c,epan/ftypes/ftypes.c,9,36.0
epan/dfilter/dfvm.h,epan/dfilter/sttype-pointer.c,9,36.0
epan/dfilter/semcheck.c,epan/ftypes/ftypes.c,23,35.94
ui/qt/voip_calls_dialog.cpp,ui/voip_calls.h,5,35.71
epan/dissectors/packet-portmap.c,epan/dissectors/packet-rpc.c,5,35.71
ui/qt/models/packet_list_record.h,ui/qt/packet_list.cpp,5,35.71
epan/wslua/wslua_gui.c,ui/qt/funnel_statistics.h,5,35.71
epan/expert.c,epan/expert.h,5,35.71
epan/dissectors/asn1/pkcs12/packet-pkcs12-template.c,epan/dissectors/packet-pkcs12.c,5,35.71
capture/capture-pcap-util.c,capture/capture-wpcap.c,10,35.71
capture/capture-pcap-util-int.h,capture/capture-pcap-util.h,5,35.71
epan/dissectors/packet-exported_pdu.c,epan/exported_pdu.c,5,35.71
epan/dissectors/packet-http2.h,epan/dissectors/packet-json_3gpp.c,5,35.71
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-misc.c,5,35.71
wiretap/pcapng-sysdig.c,wiretap/pcapng_module.h,5,35.71
epan/print.h,tshark.c,5,35.71
mergecap.c,reordercap.c,16,35.56
epan/dfilter/semcheck.c,epan/ftypes/ftype-protocol.c,16,35.56
ui/qt/packet_list.h,ui/qt/wireshark_main_window.cpp,11,35.48
capture/capture_sync.c,capture_opts.h,11,35.48
epan/dissectors/packet-f1ap.c,epan/dissectors/packet-nr-rrc.h,11,35.48
epan/dissectors/asn1/f1ap/packet-f1ap-template.c,epan/dissectors/packet-nr-rrc.h,11,35.48
epan/dfilter/dfilter-int.h,epan/dfilter/dfvm.c,23,35.38
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-winreg.c,6,35.29
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-winreg.c,6,35.29
epan/addr_resolv.c,epan/manuf.h,6,35.29
epan/dissectors/packet-dcerpc-mapi.c,epan/dissectors/packet-dcerpc-nspi.c,6,35.29
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-samr.c,6,35.29
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-lsa.c,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-fsrvp.c,6,35.29
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-svcctl.c,6,35.29
ui/commandline.c,ui/dissect_opts.c,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-lsa.c,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-svcctl.c,6,35.29
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-witness.c,6,35.29
text2pcap.c,ui/text_import.h,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-frsrpc.c,6,35.29
epan/dissectors/packet-knxip.c,epan/dissectors/packet-knxip_decrypt.c,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-witness.c,6,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-frstrans.c,6,35.29
epan/dissectors/packet-dcerpc-frsrpc.c,epan/dissectors/packet-dcerpc-fsrvp.c,6,35.29
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-fsrvp.c,6,35.29
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-efs.c,6,35.29
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-fsrvp.c,6,35.29
epan/wslua/wslua_file_handler.c,epan/wslua/wslua_listener.c,6,35.29
epan/dfilter/semcheck.c,epan/ftypes/ftype-ieee-11073-float.c,12,35.29
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-samr.c,6,35.29
epan/wslua/wslua_gui.c,epan/wslua/wslua_listener.c,6,35.29
dftest.c,tshark.c,26,35.14
wiretap/wtap-int.h,wiretap/wtap.h,13,35.14
wiretap/pcapng-netflix-custom.c,wiretap/pcapng_module.h,7,35.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-integer.c,7,35.0
epan/dfilter/sttype-string.c,epan/ftypes/ftypes-int.h,7,35.0
epan/dfilter/sttype-pointer.c,epan/dfilter/sttype-string.c,7,35.0
epan/dfilter/sttype-string.c,epan/ftypes/ftype-bytes.c,7,35.0
extcap/ciscodump.c,extcap/extcap-base.h,7,35.0
epan/dissectors/usb.c,epan/pci-ids.c,28,35.0
ui/qt/rtp_analysis_dialog.cpp,ui/qt/sequence_dialog.h,8,34.78
epan/dissectors/packet-netlink-nl80211.c,epan/dissectors/packet-netlink-sock_diag.c,8,34.78
epan/dissectors/packet-netlink-netfilter.c,epan/dissectors/packet-netlink-sock_diag.c,8,34.78
epan/dissectors/packet-netlink-netfilter.c,epan/dissectors/packet-netlink-route.c,8,34.78
epan/dfilter/syntax-tree.h,epan/ftypes/ftype-guid.c,8,34.78
extcap/androiddump.c,extcap/sdjournal.c,8,34.78
epan/dissectors/packet-netlink-generic.c,epan/dissectors/packet-netlink-netfilter.c,8,34.78
ui/logray/logray_main_window.cpp,ui/qt/wireshark_main_window_slots.cpp,24,34.78
ui/qt/rtp_player_dialog.cpp,ui/qt/sequence_dialog.h,8,34.78
epan/decode_as.c,ui/qt/models/decode_as_model.cpp,8,34.78
extcap/sdjournal.c,extcap/sshdump.c,8,34.78
extcap/randpktdump.c,extcap/sdjournal.c,8,34.78
epan/dissectors/packet-netlink-generic.c,epan/dissectors/packet-netlink-nl80211.c,8,34.78
epan/dfilter/dfilter.c,epan/dfilter/syntax-tree.c,26,34.67
plugins/epan/profinet/packet-dcerpc-pn-io.c,plugins/epan/profinet/packet-pn-rtc-one.c,9,34.62
epan/dissectors/packet-asap.c,epan/dissectors/packet-enrp.c,11,34.38
captype.c,fuzz/fuzzshark.c,11,34.38
epan/column-utils.c,epan/column.c,12,34.29
epan/dfilter/dfvm.h,epan/dfilter/syntax-tree.h,16,34.04
ui/qt/wireshark_main_window.cpp,ui/stratoshark/stratoshark_main_window_slots.cpp,17,34.0
epan/dissectors/packet-bthci_cmd.c,epan/dissectors/packet-bthci_evt.c,20,33.9
epan/dfilter/semcheck.c,epan/ftypes/ftypes.h,21,33.87
mergecap.c,ui/failure_message.h,3,33.33
editcap.c,wsutil/clopts_common.h,3,33.33
ui/commandline.c,wsutil/clopts_common.h,3,33.33
tshark.c,wsutil/clopts_common.h,3,33.33
file.c,file_packet_provider.c,6,33.33
rawshark.c,wsutil/clopts_common.h,3,33.33
epan/wslua/wslua_capture_info.c,epan/wslua/wslua_tree.c,4,33.33
epan/dissectors/usb.c,epan/services-data.c,12,33.33
ui/alert_box.h,ui/failure_message.h,3,33.33
epan/dissectors/packet-rdp.h,epan/dissectors/packet-rdpudp.c,4,33.33
epan/dissectors/packet-tdmop.c,epan/dissectors/packet-tipc.c,4,33.33
ui/failure_message.h,ui/qt/main.cpp,3,33.33
tshark.c,ui/failure_message.h,3,33.33
ui/alert_box.h,ui/failure_message.c,3,33.33
editcap.c,wsutil/report_message.h,3,33.33
tfshark.c,ui/failure_message.h,3,33.33
ui/alert_box.c,ui/failure_message.h,3,33.33
epan/dissectors/packet-infiniband.h,epan/dissectors/packet-nvme.c,3,33.33
reordercap.c,ui/failure_message.h,3,33.33
sharkd.c,ui/failure_message.h,3,33.33
reordercap.c,tfshark.c,15,33.33
sync_pipe.h,sync_pipe_write.c,3,33.33
ui/qt/proto_tree.h,ui/qt/wireshark_main_window.cpp,4,33.33
ui/qt/packet_list.cpp,ui/qt/proto_tree.h,4,33.33
epan/dissectors/packet-infiniband.h,epan/dissectors/packet-nvme.h,3,33.33
ui/qt/main_window.h,ui/qt/rtp_stream_dialog.h,7,33.33
epan/dissectors/packet-csn1.c,epan/dissectors/packet-csn1.h,3,33.33
epan/dfilter/drange.c,epan/dfilter/semcheck.c,4,33.33
plugins/epan/profinet/packet-dcerpc-pn-io.c,plugins/epan/profinet/packet-pn-rsi.c,9,33.33
wsutil/wmem/wmem_list.h,wsutil/wmem/wmem_multimap.h,3,33.33
epan/dissectors/packet-etw.c,extcap/etl.h,3,33.33
extcap_parser.c,ui/qt/extcap_argument.h,3,33.33
epan/dissectors/packet-h264.c,epan/dissectors/packet-h265.c,12,33.33
epan/dissectors/packet-btavctp.c,epan/dissectors/packet-btsdp.c,4,33.33
wsutil/rsa.c,wsutil/wsgcrypt.h,3,33.33
wsutil/rsa.c,wsutil/wsgcrypt.c,3,33.33
epan/dissectors/packet-sftp.c,epan/dissectors/packet-ssh.c,4,33.33
ui/qt/conversation_dialog.h,ui/qt/widgets/traffic_tab.cpp,5,33.33
capture/capture_sync.h,ui/capture.c,4,33.33
wsutil/str_util.c,wsutil/test_wsutil.c,13,33.33
ui/qt/conversation_dialog.h,ui/qt/widgets/traffic_tab.h,5,33.33
ui/summary.c,wiretap/wtap.c,5,33.33
epan/proto.c,epan/ptvcursor.h,4,33.33
ui/qt/profile_dialog.cpp,ui/qt/utils/profile_switcher.cpp,3,33.33
ui/qt/models/profile_model.cpp,ui/qt/utils/profile_switcher.cpp,3,33.33
captype.c,ui/failure_message.h,3,33.33
capinfos.c,ui/failure_message.h,3,33.33
epan/follow.h,epan/rtd_table.h,3,33.33
epan/crypt/dot11decrypt_debug.h,wsutil/wslog.c,3,33.33
ui/qt/models/atap_data_model.h,ui/qt/widgets/traffic_tree.cpp,8,33.33
cfile.h,sharkd.c,7,33.33
wsutil/802_11-utils.c,wsutil/str_util.c,3,33.33
ui/qt/preferences_dialog.cpp,ui/qt/widgets/splash_overlay.cpp,3,33.33
epan/funnel.c,ui/qt/funnel_statistics.h,4,33.33
extcap/androiddump.c,ui/failure_message.h,3,33.33
ui/qt/conversation_dialog.h,ui/qt/endpoint_dialog.cpp,5,33.33
epan/dfilter/sttype-function.c,epan/dfilter/sttype-test.c,5,33.33
epan/dissectors/packet-cose.c,epan/wscbor_test.c,4,33.33
epan/dissectors/packet-dcerpc-dnsserver.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/crypt/dot11decrypt.c,epan/crypt/dot11decrypt_util.c,6,33.33
epan/dissectors/packet-btmesh-pbadv.c,epan/dissectors/packet-btmesh-proxy.c,3,33.33
epan/dissectors/packet-netlink-generic.c,epan/dissectors/packet-netlink-sock_diag.c,8,33.33
file_packet_provider.c,wiretap/wtap.c,6,33.33
cfile.h,tfshark.c,7,33.33
epan/funnel.c,epan/funnel.h,4,33.33
ui/cli/tap-funnel.c,ui/qt/funnel_statistics.h,4,33.33
rawshark.c,ui/failure_message.h,3,33.33
randpkt.c,ui/failure_message.h,3,33.33
fuzz/fuzzshark.c,ui/failure_message.h,3,33.33
dftest.c,ui/failure_message.h,3,33.33
epan/conversation_table.c,epan/conversation_table.h,6,33.33
ui/qt/byte_view_tab.cpp,ui/qt/widgets/byte_view_text.cpp,5,33.33
dumpcap.c,writecap/pcapio.c,5,33.33
epan/funnel.c,ui/qt/funnel_statistics.cpp,4,33.33
epan/dissectors/packet-infiniband.h,epan/dissectors/packet-nvme-tcp.c,3,33.33
ui/qt/models/packet_list_record.cpp,ui/qt/packet_list.cpp,7,33.33
ui/qt/display_filter_expression_dialog.cpp,ui/qt/models/expert_info_proxy_model.cpp,3,33.33
epan/dfilter/gencode.c,epan/dfilter/sttype-op.c,5,33.33
epan/dfilter/gencode.c,epan/dfilter/sttype-function.c,5,33.33
epan/dfilter/drange.c,epan/dfilter/sttype-pointer.c,4,33.33
epan/dissectors/packet-dcerpc-iwbemloginclientid.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
ui/rtp_media.c,ui/rtp_media.h,3,33.33
epan/charsets.h,epan/proto.h,5,33.33
wiretap/erf.c,wiretap/erf.h,3,33.33
epan/dfilter/drange.c,epan/dfilter/syntax-tree.c,4,33.33
epan/dissectors/packet-dcerpc-frsrpc.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dissectors/packet-dcerpc-fsrvp.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dissectors/packet-dcerpc-iwbemlevel1login.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
ui/qt/manager/wireshark_preference.cpp,ui/qt/preference_editor_frame.cpp,3,33.33
epan/dissectors/packet-dcerpc-frstrans.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
ui/qt/models/profile_model.cpp,ui/qt/widgets/interface_toolbar_lineedit.cpp,3,33.33
epan/dissectors/packet-m2ua.c,epan/dissectors/packet-m3ua.c,4,33.33
plugins/epan/profinet/packet-pn-rtc-one.c,plugins/epan/profinet/packet-pn.h,6,33.33
epan/wslua/wslua_file.c,epan/wslua/wslua_tvb.c,5,33.33
ui/cli/tap-rtp.c,ui/tap-rtp-common.c,3,33.33
epan/wslua/wslua_file.c,epan/wslua/wslua_listener.c,5,33.33
epan/dissectors/packet-dcerpc-mdssvc.c,epan/dissectors/packet-dcerpc-svcctl.c,4,33.33
epan/dissectors/packet-rdp_drdynvc.c,epan/dissectors/packet-rdp_multitransport.c,4,33.33
file.c,ui/packet_list_utils.h,3,33.33
epan/dfilter/dfvm.c,epan/dfilter/sttype-function.c,5,33.33
epan/protobuf-helper.h,epan/protobuf_lang_tree.h,4,33.33
epan/dissectors/packet-dcerpc-mapi.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
ui/qt/extcap_argument.cpp,ui/qt/extcap_argument_multiselect.cpp,6,33.33
extcap/ssh-base.c,extcap/ssh-base.h,4,33.33
epan/dissectors/packet-dcerpc-lsa.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dfilter/dfilter-int.h,epan/dfilter/dfilter-macro.h,3,33.33
epan/dissectors/packet-tcap.c,epan/dissectors/packet-tcap.h,4,33.33
epan/dissectors/asn1/tcap/packet-tcap-template.c,epan/dissectors/packet-tcap.h,4,33.33
plugins/epan/profinet/packet-pn-mrp.c,plugins/epan/profinet/packet-pn-ptcp.c,3,33.33
plugins/epan/profinet/packet-dcerpc-pn-io.c,plugins/epan/profinet/packet-pn-ptcp.c,3,33.33
epan/dissectors/packet-dcerpc-mapi.c,epan/dissectors/packet-dcerpc-winspool.c,6,33.33
epan/dissectors/packet-dcerpc-iwbemloginclientidex.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dissectors/packet-dcerpc-mdssvc.c,epan/dissectors/packet-dcerpc-winspool.c,4,33.33
epan/dissectors/packet-dcerpc-mdssvc.c,epan/dissectors/packet-dcerpc-witness.c,4,33.33
ui/qt/main_status_bar.cpp,ui/qt/main_status_bar.h,3,33.33
epan/protobuf-helper.c,epan/protobuf-helper.h,3,33.33
dumpcap.c,wsutil/application_flavor.h,3,33.33
epan/dfilter/drange.c,epan/dfilter/syntax-tree.h,4,33.33
ui/qt/module_preferences_scroll_area.cpp,ui/qt/widgets/interface_toolbar_lineedit.cpp,3,33.33
epan/dissectors/packet-dcerpc-iwbemservices.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
ui/qt/models/expert_info_proxy_model.cpp,ui/qt/models/pref_models.cpp,3,33.33
ui/qt/interface_frame.h,ui/qt/welcome_page.cpp,3,33.33
ui/qt/models/expert_info_proxy_model.cpp,ui/qt/models/profile_model.cpp,3,33.33
epan/dissectors/packet-dcerpc-efs.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-mdssvc.c,4,33.33
epan/dissectors/packet-dcerpc-mdssvc.c,epan/dissectors/packet-dcerpc-samr.c,4,33.33
epan/dissectors/packet-dcerpc-mdssvc.c,epan/dissectors/packet-dcerpc-winreg.c,4,33.33
epan/dissectors/packet-dcerpc-dnsserver.c,epan/dissectors/packet-dcerpc-winspool.c,6,33.33
epan/dissectors/packet-tls-utils.c,wsutil/wsgcrypt.c,4,33.33
wsutil/wmem/wmem_list.h,wsutil/wmem/wmem_map.h,3,33.33
wsutil/wmem/wmem_array.h,wsutil/wmem/wmem_multimap.h,3,33.33
epan/conversation_filter.c,plugins/epan/sysdig_bridge/packet-sysdig-bridge.c,4,33.33
epan/proto.h,ui/qt/utils/field_information.cpp,3,33.33
wsutil/wmem/wmem_array.h,wsutil/wmem/wmem_list.h,3,33.33
epan/proto.c,ui/qt/utils/field_information.cpp,3,33.33
epan/crypt/dot11decrypt.c,epan/crypt/dot11decrypt_debug.h,3,33.33
dumpcap.c,wsutil/application_flavor.c,3,33.33
ui/qt/accordion_frame.cpp,ui/qt/wireshark_main_window.cpp,3,33.33
epan/dissectors/packet-rdp_multitransport.c,epan/dissectors/packet-rdpudp.c,4,33.33
epan/secrets.c,epan/secrets.h,4,33.33
ui/qt/accordion_frame.cpp,ui/qt/address_editor_frame.cpp,3,33.33
ui/qt/accordion_frame.cpp,ui/qt/preference_editor_frame.cpp,3,33.33
ui/qt/accordion_frame.cpp,ui/qt/search_frame.cpp,3,33.33
epan/dfilter/dfunctions.h,epan/dfilter/syntax-tree.h,6,33.33
epan/dfilter/dfilter.c,epan/dfilter/drange.c,4,33.33
epan/dfilter/dfilter-macro.h,epan/dfilter/semcheck.c,3,33.33
ui/qt/tcp_stream_dialog.cpp,ui/tap-tcp-stream.h,3,33.33
ui/qt/main_status_bar.cpp,ui/qt/time_shift_dialog.cpp,3,33.33
epan/dissectors/packet-rdp_drdynvc.c,epan/dissectors/packet-rdpudp.c,6,33.33
epan/dfilter/dfilter-macro.h,epan/dfilter/dfilter.c,3,33.33
epan/dfilter/dfilter-macro.h,epan/dfilter/gencode.c,3,33.33
epan/dfilter/dfilter-int.h,epan/dfilter/drange.c,4,33.33
ui/qt/rtp_audio_stream.cpp,ui/rtp_media.h,3,33.33
ui/qt/rtp_player_dialog.h,ui/qt/rtp_stream_dialog.h,7,33.33
extcap/ssh-base.h,extcap/wifidump.c,4,33.33
epan/stat_groups.h,epan/wslua/wslua_gui.c,3,33.33
randpkt.c,text2pcap.c,11,33.33
ui/qt/widgets/display_filter_combo.cpp,ui/qt/widgets/display_filter_edit.cpp,5,33.33
epan/wslua/wslua_debugger.c,ui/qt/lua_debugger/lua_debugger_dialog.cpp,6,33.33
epan/dissectors/packet-infiniband.h,epan/dissectors/packet-nvme-rdma.c,3,33.33
capture_opts.c,dumpcap.c,21,32.81
capture_opts.c,tshark.c,21,32.81
epan/dfilter/semcheck.c,epan/ftypes/ftype-integer.c,18,32.73
ui/qt/packet_list.cpp,ui/qt/proto_tree.cpp,18,32.73
ui/qt/rtp_analysis_dialog.cpp,ui/qt/rtp_stream_dialog.cpp,18,32.73
mergecap.c,rawshark.c,16,32.65
wiretap/pcap-common.c,wiretap/wtap.h,14,32.56
ui/qt/widgets/traffic_tab.cpp,ui/qt/widgets/traffic_tree.cpp,12,32.43
sharkd.c,ui/qt/main.cpp,24,32.43
epan/dfilter/dfilter-int.h,epan/dfilter/syntax-tree.c,21,32.31
epan/dfilter/dfvm.c,epan/ftypes/ftype-ipv4.c,10,32.26
epan/crypt/dot11decrypt.c,epan/dissectors/packet-ieee80211.c,19,32.2
capture/capture-wpcap.c,dumpcap.c,9,32.14
epan/to_str.c,wsutil/to_str.h,9,32.14
epan/dfilter/dfvm.c,epan/ftypes/ftype-double.c,9,32.14
epan/tvbtest.c,epan/tvbuff.c,9,32.14
ui/qt/endpoint_dialog.cpp,ui/qt/traffic_table_dialog.cpp,8,32.0
ui/qt/traffic_table_dialog.cpp,ui/qt/widgets/traffic_tab.cpp,8,32.0
epan/dfilter/dfilter.c,epan/dfilter/sttype-pointer.c,8,32.0
epan/wslua/wslua_proto.c,epan/wslua/wslua_proto_field.c,8,32.0
epan/dfilter/dfilter-int.h,epan/dfilter/sttype-pointer.c,8,32.0
epan/frame_data.h,sharkd.c,7,31.82
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-lsa.c,7,31.82
epan/dissectors/packet-dcerpc-dnsserver.c,epan/dissectors/packet-dcerpc-frsrpc.c,7,31.82
ui/qt/main.cpp,ui/stratoshark/stratoshark_main_window.h,7,31.82
ui/qt/main_window_slots.cpp,ui/qt/rtp_analysis_dialog.h,7,31.82
ui/qt/rtp_analysis_dialog.h,ui/qt/voip_calls_dialog.cpp,7,31.82
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-svcctl.c,7,31.82
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-frstrans.c,7,31.82
epan/dissectors/packet-dcerpc-drsuapi.c,epan/dissectors/packet-dcerpc-samr.c,7,31.82
epan/dissectors/packet-dcerpc-dnsserver.c,epan/dissectors/packet-dcerpc-drsuapi.c,7,31.82
